Names of products,Exceptions,Tropical,Product code,Nomenclature,Code,Description,unit,calculateAggregate?
WOODEN WRAPPING AND PACKAGING MATERIAL,,,11.2,HS12,4416,"Name: Wood and articles of wood; wood charcoal // Casks, barrels, vats, tubs and other coopers' products and parts thereof, of wood, including staves.
Description: Casks, barrels, vats, tubs and other coopers' products and parts thereof, of wood, includin",,
WOOD PRODUCTS FOR DOMESTIC/DECORATIVE USE,,,11.3,HS02,4414,"Name: Wooden frames for paintings, photographs, mirrors or similar objects.
Description: Wooden frames for paintings, photographs, mirrors or similar objects",,
WOOD PRODUCTS FOR DOMESTIC/DECORATIVE USE,,,11.3,HS02,4419," 	Name: Tableware and kitchenware, of wood.
Description: Tableware and kitchenware, of wood.",,
WOOD PRODUCTS FOR DOMESTIC/DECORATIVE USE,,,11.3,HS02,4420,"Name: Wood marquetry and inlaid wood
Description: Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles, of wood; statuettes and other ornaments, of wood; wooden articles of furniture not falling in Chapter 94.",,
WOOD PRODUCTS FOR DOMESTIC/DECORATIVE USE,,,11.3,HS07,4414,"Name: Wooden frames for paintings, photographs, mirrors or similar objects.
Description: Wooden frames for paintings, photographs, mirrors or similar objects.",,
WOOD PRODUCTS FOR DOMESTIC/DECORATIVE USE,,,11.3,HS07,4419," 	Name: Tableware and kitchenware, of wood.
Description: Tableware and kitchenware, of wood.",,
WOOD PRODUCTS FOR DOMESTIC/DECORATIVE USE,,,11.3,HS07,4420," 	Name: Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles, of wood; statuettes and other ornaments, of wood; wooden articles of furniture not falling in Chapter 94.
Description: Wood marquetry and inlaid wood",,
WOOD PRODUCTS FOR DOMESTIC/DECORATIVE USE,,,11.3,HS12,4414,"Name: Wood and articles of wood; wood charcoal // Wooden frames for paintings, photographs, mirrors or similar objects.
Description: Wooden frames for paintings, photographs, mirrors or similar objects.",,
WOOD PRODUCTS FOR DOMESTIC/DECORATIVE USE,,,11.3,HS12,4419,"Name: Wood and articles of wood; wood charcoal // Tableware and kitchenware, of wood.
Description: Tableware and kitchenware, of wood.",,
WOOD PRODUCTS FOR DOMESTIC/DECORATIVE USE,,,11.3,HS12,4420,"Name: Wood and articles of wood; wood charcoal // Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles, of wood; statuettes and other ornaments, of wood; wooden articles of furniture not falling in Chapter 94.
D",,
OTHER MANUFACTURED WOOD PRODUCTS,,,11.4,HS02,4417,"Name: Tools, tool bodies, tool handles, broom or brush bodies and handles, of woo ...
Description: Tools, tool bodies, tool handles, broom or brush bodies and handles, of wood; boot or shoe lasts and trees, of wood.",,
OTHER MANUFACTURED WOOD PRODUCTS,,,11.4,HS07,4417,"Name: Tools, tool bodies, tool handles, broom or brush bodies and handles, of wood; boot or shoe lasts and trees, of wood.
Description: Tools, tool bodies, tool handles, broom or brush bodies and handles, of wood; boot or shoe lasts and trees, of wood",,
OTHER MANUFACTURED WOOD PRODUCTS,,,11.4,HS12,4417,"Name: Wood and articles of wood; wood charcoal // Tools, tool bodies, tool handles, broom or brush bodies and handles, of wood; boot or shoe lasts and trees, of wood.
Description: Tools, tool bodies, tool handles, broom or brush bodies and handles, of woo",,
OTHER MANUFACTURED WOOD PRODUCTS,,,11.4,HS02,4421,"Name: Other articles of wood.
Description: Other articles of wood.",,
OTHER MANUFACTURED WOOD PRODUCTS,,,11.4,HS07,4421,"Name: Other articles of wood.
Description: Other articles of wood.",,
OTHER MANUFACTURED WOOD PRODUCTS,,,11.4,HS12,4421," 	Name: Wood and articles of wood; wood charcoal // Other articles of wood.
Description: Other articles of wood.",,
BUILDER’S JOINERY AND CARPENTRY OF WOOD,,,11.5,HS02,4418,"Name: Builders' joinery and carpentry of wood
Description: Builders' joinery and carpentry of wood, including cellular wood panels, assembled parquet panels, shingles and shakes.",,
BUILDER’S JOINERY AND CARPENTRY OF WOOD,,,11.5,HS07,4418," 	Name: Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes.
Description: Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and ",,
BUILDER’S JOINERY AND CARPENTRY OF WOOD,,,11.5,HS12,4418," 	Name: Wood and articles of wood; wood charcoal // Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes.
Description: Builders' joinery and carpentry of wood, including cellular wood pane",,
WOODEN FURNITURE,,,11.6,HS02,940161,"Name: Seats (excl. of 9401.10-9401.50), with wooden frames, upholstered
Description: Seats (excl. of 9401.10-9401.50), with wooden frames, upholstered",,
WOODEN FURNITURE,,,11.6,HS02,940169,"Name: Seats (excl. of 9401.10-9401.50), with wooden frames, other than upholstere ...
Description: Seats (excl. of 9401.10-9401.50), with wooden frames, other than upholstered",,
WOODEN FURNITURE,,,11.6,HS07,940161,"Name: Seats (excl. of 9401.10-9401.50), with wooden frames, upholstered
Description: -- Upholstered",,
WOODEN FURNITURE,,,11.6,HS07,940169,"Name: Seats (excl. of 9401.10-9401.50), with wooden frames, other than upholstered
Description: -- Other",,
WOODEN FURNITURE,,,11.6,HS12,940161,"Name: Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like; prefabricated buildings // Seats ",,
WOODEN FURNITURE,,,11.6,HS12,940169,"Name: Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like; prefabricated buildings // Seats ",,
WOODEN FURNITURE,,,11.6,HS02,940190,"Name: Parts of the seats of 94.01
Description: Parts of the seats of 94.01",,
WOODEN FURNITURE,,,11.6,HS07,940190,"Name: Parts of the seats of 94.01
Description: - Parts",,
WOODEN FURNITURE,,,11.6,HS12,940190,"Name: Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like; prefabricated buildings // Seats ",,
WOODEN FURNITURE,,,11.6,HS02,940330,"Name: Wooden furniture of a kind used in offices
Description: Wooden furniture of a kind used in offices",,
WOODEN FURNITURE,,,11.6,HS07,940330,"Name: Wooden furniture of a kind used in offices
Description: - Wooden furniture of a kind used in offices",,
WOODEN FURNITURE,,,11.6,HS12,940330,"Name: Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like; prefabricated buildings // Other ",,
WOODEN FURNITURE,,,11.6,HS02,940340," 	Name: Wooden furniture of a kind used in the kitchen
Description: Wooden furniture of a kind used in the kitchen",,
WOODEN FURNITURE,,,11.6,HS07,940340,"Name: Wooden furniture of a kind used in the kitchen
Description: - Wooden furniture of a kind used in the kitchen",,
WOODEN FURNITURE,,,11.6,HS12,940340,"Name: Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like; prefabricated buildings // Other ",,
WOODEN FURNITURE,,,11.6,HS02,940350,"Name: Wooden furniture of a kind used in the bedroom
Description: Wooden furniture of a kind used in the bedroom",,
WOODEN FURNITURE,,,11.6,HS07,940350,"Name: Wooden furniture of a kind used in the bedroom
Description: - Wooden furniture of a kind used in the bedroom",,
WOODEN FURNITURE,,,11.6,HS12,940350,"Name: Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like; prefabricated buildings // Other ",,
WOODEN FURNITURE,,,11.6,HS02,940360,"Name: Wooden furniture (excl. of 94.01 & 9403.30-9403.50)
Description: Wooden furniture (excl. of 94.01 & 9403.30-9403.50)",,
WOODEN FURNITURE,,,11.6,HS07,940360,"Name: Wooden furniture (excl. of 94.01 & 9403.30-9403.50)
Description: - Other wooden furniture",,
WOODEN FURNITURE,,,11.6,HS12,940360,"Name: Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like; prefabricated buildings // Other ",,
WOODEN FURNITURE,,,11.6,HS02,940390,"Name: Parts of the furniture of 94.03
Description: Parts of the furniture of 94.03",,
WOODEN FURNITURE,,,11.6,HS07,940390,"Name: Parts of the furniture of 94.03
Description: - Parts",,
WOODEN FURNITURE,,,11.6,HS12,940390,"Name: Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like; prefabricated buildings // Other ",,
PREFABRICATED BUILDINGS,,,11.7,HS02,9406,"Name: Prefabricated buildings.
Description: Prefabricated buildings.",,
PREFABRICATED BUILDINGS,,,11.7,HS07,9406,"Name: Prefabricated buildings.
Description: Prefabricated buildings.",,
PREFABRICATED BUILDINGS,,,11.7,HS12,9406,"Name: Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like; prefabricated buildings // Prefab",,
COMPOSITE PAPER AND PAPERBOARD,,,12.1,HS02,4807,"Name: Wood sawn or chipped lengthwise, sliced or peeled
Description: Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6 mm.",,
COMPOSITE PAPER AND PAPERBOARD,,,12.1,HS07,4807,"Name: Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6 mm.
Description: Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickn",,
COMPOSITE PAPER AND PAPERBOARD,,,12.1,HS12,4807,"Name: Wood and articles of wood; wood charcoal // Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6 mm.
Description: Wood sawn or chipped lengthwise, sliced or peeled, whether or no",,
SPECIAL COATED PAPER AND PULP PRODUCTS,,,12.2,HS02,481141,"Name: Gummed/adhesive paper & paperboard, self-adhesive, in rolls/rect. (incl. sq ...
Description: Gummed/adhesive paper & paperboard, self-adhesive, in rolls/rect. (incl. square) sheets, of any size, other than gds. of the kind desc. in 48.03/48.09/48.10",,
SPECIAL COATED PAPER AND PULP PRODUCTS,,,12.2,HS07,481141,"Name: Gummed/adhesive paper,paperboard,coated, impregnated, covered, surface-coloured, surface-decorated/printed, in rolls/rectangular (including square) sheets, of any size, other than goods of the kind described in heading 48.03,48.09/48.10, self-adhesi",,
SPECIAL COATED PAPER AND PULP PRODUCTS,,,12.2,HS12,481141,"Name: Paper and paperboard; articles of paper pulp, of paper or of paperboard // Paper, paperboard, cellulose wadding and webs of cellulose fibres, coated, impregnated, covered, surface-coloured, surface-decorated or printed, in rolls or rectangular (incl",,
SPECIAL COATED PAPER AND PULP PRODUCTS,,,12.2,HS02,481149,"Name: Gummed/adhesive paper & paperboard other than self-adhesive, in rolls/rect. ...
Description: Gummed/adhesive paper & paperboard other than self-adhesive, in rolls/rect. (incl. square) sheets, of any size, other than gds. of the kind desc. in 48.03/4",,
SPECIAL COATED PAPER AND PULP PRODUCTS,,,12.2,HS07,481149,"Name: Gummed/adhesive paper,paperboard (excl. of 4811.41), coated, impregnated, covered, surface-coloured, surface-decorated/printed, in rolls/rectangular (including square) sheets, of any size, other than goods of the kind described in heading 48.03,48.0",,
SPECIAL COATED PAPER AND PULP PRODUCTS,,,12.2,HS12,481149,"Name: Paper and paperboard; articles of paper pulp, of paper or of paperboard // Paper, paperboard, cellulose wadding and webs of cellulose fibres, coated, impregnated, covered, surface-coloured, surface-decorated or printed, in rolls or rectangular (incl",,
SPECIAL COATED PAPER AND PULP PRODUCTS,,,12.2,HS02,481160,"Name: Paper & paperboard, coated/impregnated/covered with wax/paraffin wax/steari ...
Description: Paper & paperboard, coated/impregnated/covered with wax/paraffin wax/stearin/oil/glycerol, in rolls/rect. (incl. square) sheets, of any size... [see complet",,
SPECIAL COATED PAPER AND PULP PRODUCTS,,,12.2,HS07,481160,"Name: Paper&paperboard coated/impregnated/ covered with wax/paraffin wax/stearin/oil/glycero, in rolls/rectangular (including square) sheets, of any size, other than goods of the kind described in heading 48.03,48.09/48.10
Description: - Paper and paperbo",,
SPECIAL COATED PAPER AND PULP PRODUCTS,,,12.2,HS12,481160," 	Name: Paper and paperboard; articles of paper pulp, of paper or of paperboard // Paper, paperboard, cellulose wadding and webs of cellulose fibres, coated, impregnated, covered, surface-coloured, surface-decorated or printed, in rolls or rectangular (in",,
SPECIAL COATED PAPER AND PULP PRODUCTS,,,12.2,HS02,481190,"Name: Paper,paperboard,cellulose wadding&webs of cellulose fibres(excl.of 4811.10 ...
Description: Paper,paperboard,cellulose wadding&webs of cellulose fibres(excl.of 4811.10-4811.60),in rolls/rect.(incl.square)sheets,of any size,other than gds.of the kin",,
SPECIAL COATED PAPER AND PULP PRODUCTS,,,12.2,HS07,481190,"Name: Paper, paperboard, cellulose wadding&webs of cellulose fibres(excl. of 4811.10-4811.60), coated/impregnated/covered/surface-coloured/surface-decorated/printed, in rolls/rectangular (including square) sheets, of any size, other than goods of the kind",,
SPECIAL COATED PAPER AND PULP PRODUCTS,,,12.2,HS12,481190,"Name: Paper and paperboard; articles of paper pulp, of paper or of paperboard // Paper, paperboard, cellulose wadding and webs of cellulose fibres, coated, impregnated, covered, surface-coloured, surface-decorated or printed, in rolls or rectangular (incl",,
SPECIAL COATED PAPER AND PULP PRODUCTS,,,12.2,HS07,481110,"Name: Tarred/bituminised/asphalted paper,paperboard, coated, impregnated, covered, surface-coloured, surface-decorated/printed, in rolls/rectangular (including square) sheets, of any size, other than goods of the kind described in heading 48.03,48.09/48.1",,
SPECIAL COATED PAPER AND PULP PRODUCTS,,,12.2,HS12,481110,"Name: Paper and paperboard; articles of paper pulp, of paper or of paperboard // Paper, paperboard, cellulose wadding and webs of cellulose fibres, coated, impregnated, covered, surface-coloured, surface-decorated or printed, in rolls or rectangular (incl",,
"CARBON PAPER AND COPYING PAPER, READY FOR USE",,,12.3,HS02,4816,"Name: Carbon paper, self-copy paper and other copying or transfer papers
Description: Carbon paper, self-copy paper and other copying or transfer papers (other than those of heading 48.09), duplicator stencils and offset plates, of paper, whether or not p",,
"CARBON PAPER AND COPYING PAPER, READY FOR USE",,,12.3,HS07,4816,"Name: Carbon paper, self-copy paper and other copying or transfer papers (other than those of heading 48.09), duplicator stencils and offset plates, of paper, whether or not put up in boxes.
Description: Carbon paper, self-copy paper and other copying or ",,
"CARBON PAPER AND COPYING PAPER, READY FOR USE",,,12.3,HS12,4816,"Name: Paper and paperboard; articles of paper pulp, of paper or of paperboard // Carbon paper, self-copy paper and other copying or transfer papers (other than those of heading 48.09), duplicator stencils and offset plates, of paper, whether or not put up",,
"CARBON PAPER AND COPYING PAPER, READY FOR USE",,,12.4,HS02,4818,"Name: Toilet paper and similar paper, cellulose wadding or webs of cellulose fibr ...
Description: Toilet paper and similar paper, cellulose wadding or webs of cellulose fibres, of a kind used for household or sanitary purposes, in rolls of a width not ex",,
"CARBON PAPER AND COPYING PAPER, READY FOR USE",,,12.4,HS07,4818,"Name: Toilet paper and similar paper, cellulose wadding or webs of cellulose fibres, of a kind used for household or sanitary purposes, in rolls of a width not exceeding 36 cm, or cut to size or shape; handkerchiefs, cleansing tissues, towels, tablecloths",,
"CARBON PAPER AND COPYING PAPER, READY FOR USE",,,12.4,HS12,4818,"Name: Paper and paperboard; articles of paper pulp, of paper or of paperboard // Toilet paper and similar paper, cellulose wadding or webs of cellulose fibres, of a kind used for household or sanitary purposes, in rolls of a width not exceeding 36 cm, or ",,
"PACKAGING CARTONS, BOXES ETC.",,,12.5,HS02,4419,"Name: Cartons, boxes, cases, bags and other packing containers, of paper
Description: Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar artic",,
"PACKAGING CARTONS, BOXES ETC.",,,12.5,HS07,4419,"Name: Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibres; box files, letter trays, and similar articles, of paper or paperboard of a kind used in offices, shops or the like.
Descri",,
"PACKAGING CARTONS, BOXES ETC.",,,12.5,HS12,4419,"Name: Paper and paperboard; articles of paper pulp, of paper or of paperboard // Toilet paper and similar paper, cellulose wadding or webs of cellulose fibres, of a kind used for household or sanitary purposes, in rolls of a width not exceeding 36 cm, or ",,
"OTHER ARTICLES OF PAPER AND PAPERBOARD, READY FOR USE",,,12.6,HS02,4814,"Name: Wallpaper and similar wall coverings; window transparencies of paper.
Description: Wallpaper and similar wall coverings; window transparencies of paper.",,
"OTHER ARTICLES OF PAPER AND PAPERBOARD, READY FOR USE",,,12.6,HS07,4814,"Name: Wallpaper and similar wall coverings; window transparencies of paper.
Description: Wallpaper and similar wall coverings; window transparencies of paper.",,
"OTHER ARTICLES OF PAPER AND PAPERBOARD, READY FOR USE",,,12.6,HS12,4814,"Name: Paper and paperboard; articles of paper pulp, of paper or of paperboard // Wallpaper and similar wall coverings; window transparencies of paper.
Description: Wallpaper and similar wall coverings; window transparencies of paper.",,
"OTHER ARTICLES OF PAPER AND PAPERBOARD, READY FOR USE",,,12.6,HS02,4815,"Name: Floor coverings on a base of paper or of paperboard, whether or not cut to ...
Description: Floor coverings on a base of paper or of paperboard, whether or not cut to size.",,
"OTHER ARTICLES OF PAPER AND PAPERBOARD, READY FOR USE",,,12.6,HS02,4817,"Name: Envelopes, letter cards, plain postcards and correspondence cards, of paper ...
Description: Envelopes, letter cards, plain postcards and correspondence cards, of paper or paperboard; boxes, pouches, wallets and writing compendiums, of paper or pape",,
"OTHER ARTICLES OF PAPER AND PAPERBOARD, READY FOR USE",,,12.6,HS07,4817,"Name: Envelopes, letter cards, plain postcards and correspondence cards, of paper or paperboard; boxes, pouches, wallets and writing compendiums, of paper or paperboard, containing an assortment of paper stationery.
Description: Envelopes, letter cards, p",,
"OTHER ARTICLES OF PAPER AND PAPERBOARD, READY FOR USE",,,12.6,HS12,4817,"Name: Paper and paperboard; articles of paper pulp, of paper or of paperboard // Envelopes, letter cards, plain postcards and correspondence cards, of paper or paperboard; boxes, pouches, wallets and writing compendiums, of paper or paperboard, containing",,
"OTHER ARTICLES OF PAPER AND PAPERBOARD, READY FOR USE",,,12.6,HS02,4820,"Name: Registers, account books, note books, order books, receipt books
Description: Registers, account books, note books, order books, receipt books, letter pads, memorandum pads, diaries and similar articles, exercise books, blotting-pads, binders (loose",,
"OTHER ARTICLES OF PAPER AND PAPERBOARD, READY FOR USE",,,12.6,HS07,4820,"Name: Registers, account books, note books, order books, receipt books, letter pads, memorandum pads, diaries and similar articles, exercise books, blotting-pads, binders (loose-leaf or other), folders, file covers, manifold business forms, interleaved ca",,
"OTHER ARTICLES OF PAPER AND PAPERBOARD, READY FOR USE",,,12.6,HS12,4820,"Name: Paper and paperboard; articles of paper pulp, of paper or of paperboard // Registers, account books, note books, order books, receipt books, letter pads, memorandum pads, diaries and similar articles, exercise books, blotting-pads, binders (loose-le",,
"OTHER ARTICLES OF PAPER AND PAPERBOARD, READY FOR USE",,,12.6,HS02,4821,"Name: Paper or paperboard lables of all kinds, whether or not printed.
Description: Paper or paperboard lables of all kinds, whether or not printed.",,
"OTHER ARTICLES OF PAPER AND PAPERBOARD, READY FOR USE",,,12.6,HS07,4821,"Name: Paper or paperboard labels of all kinds, whether or not printed.
Description: Paper or paperboard labels of all kinds, whether or not printed.",,
"OTHER ARTICLES OF PAPER AND PAPERBOARD, READY FOR USE",,,12.6,HS12,4821,"Name: Paper and paperboard; articles of paper pulp, of paper or of paperboard // Paper or paperboard labels of all kinds, whether or not printed.
Description: Paper or paperboard labels of all kinds, whether or not printed.",,
"OTHER ARTICLES OF PAPER AND PAPERBOARD, READY FOR USE",,,12.6,HS02,4822,"Name: Bobbins, spools, cops and similar supports of paper pulp, paper or paperboa ...
Description: Bobbins, spools, cops and similar supports of paper pulp, paper or paperboard (whether or not perforated or hardened).",,
"OTHER ARTICLES OF PAPER AND PAPERBOARD, READY FOR USE",,,12.6,HS07,4822,"Name: Bobbins, spools, cops and similar supports of paper pulp, paper or paperboard (whether or not perforated or hardened).
Description: Bobbins, spools, cops and similar supports of paper pulp, paper or paperboard (whether or not perforated or hardened)",,
"OTHER ARTICLES OF PAPER AND PAPERBOARD, READY FOR USE",,,12.6,HS12,4822,"Name: Paper and paperboard; articles of paper pulp, of paper or of paperboard // Bobbins, spools, cops and similar supports of paper pulp, paper or paperboard (whether or not perforated or hardened).
Description: Bobbins, spools, cops and similar supports",,
"OTHER ARTICLES OF PAPER AND PAPERBOARD, READY FOR USE",,,12.6,HS02,4823,"Name: Other paper, paperboard, cellulose wadding and webs of cellulose fibres
Description: Other paper, paperboard, cellulose wadding and webs of cellulose fibres, cut to size or shape; other articles of paper pulp, paper, paperboard, cellulose wadding or",,
"OTHER ARTICLES OF PAPER AND PAPERBOARD, READY FOR USE",,,12.6,HS07,4823,"Name: Other paper, paperboard, cellulose wadding and webs of cellulose fibres, cut to size or shape; other articles of paper pulp, paper, paperboard, cellulose wadding or webs of cellulose fibres.
Description: Other paper, paperboard, cellulose wadding an",,
"OTHER ARTICLES OF PAPER AND PAPERBOARD, READY FOR USE",,,12.6,HS12,4823,"Name: Paper and paperboard; articles of paper pulp, of paper or of paperboard // Other paper, paperboard, cellulose wadding and webs of cellulose fibres, cut to size or shape; other articles of paper pulp, paper, paperboard, cellulose wadding or webs of c",,
"OTHER ARTICLES OF PAPER AND PAPERBOARD, READY FOR USE",,,12.6,HS02,4802,"Name: Uncoated paper and paperboard, of a kind used for writing
Description: Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, and non perforated punch-cards and punch tape paper, in rolls or rectangular (inclu",,
"OTHER ARTICLES OF PAPER AND PAPERBOARD, READY FOR USE",,,12.6,HS02,4810,"Name: Paper and paperboard, coated on one or both sides with kaolin
Description: Paper and paperboard, coated on one or both sides with kaolin (China clay) or other inorganic substances, with or without a binder, and with no other coating, whether or not ",,
"OTHER ARTICLES OF PAPER AND PAPERBOARD, READY FOR USE of which: PRINTING AND WRITING PAPER, READY FOR USE",,,12.6.1,HS02,4802,"Name: Uncoated paper and paperboard, of a kind used for writing
Description: Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, and non perforated punch-cards and punch tape paper, in rolls or rectangular (inclu",,
"OTHER ARTICLES OF PAPER AND PAPERBOARD, READY FOR USE of which: PRINTING AND WRITING PAPER, READY FOR USE",,,12.6.1,HS02,4810,"Name: Paper and paperboard, coated on one or both sides with kaolin
Description: Paper and paperboard, coated on one or both sides with kaolin (China clay) or other inorganic substances, with or without a binder, and with no other coating, whether or not ",,
"OTHER ARTICLES OF PAPER AND PAPERBOARD, READY FOR USE of which: PRINTING AND WRITING PAPER, READY FOR USE",,,12.6.1,HS07,482390,"Name: Paper, paperboard, cellulose wadding&webs of cellulose fibres, cut to size/shape; other articles of paper pulp, paper, paperboard, cellulose wadding/webs of cellulose fibres, n.e.s. in Ch.48
Description: - Other",,
"OTHER ARTICLES OF PAPER AND PAPERBOARD, READY FOR USE of which: PRINTING AND WRITING PAPER, READY FOR USE",,,12.6.1,HS12,482390,"Name: Paper and paperboard; articles of paper pulp, of paper or of paperboard // Other paper, paperboard, cellulose wadding and webs of cellulose fibres, cut to size or shape; other articles of paper pulp, paper, paperboard, cellulose wadding or webs of c",,
"OTHER ARTICLES OF PAPER AND PAPERBOARD, READY FOR USE of which: PRINTING AND WRITING PAPER, READY FOR USE",,,12.6.1,HS02,482390,"Name: Paper, paperboard, cellulose wadding & webs of cellulose fibres, cut to siz ...
Description: Paper, paperboard, cellulose wadding & webs of cellulose fibres, cut to size/shape; oth.arts.of paper pulp/paper/paperboard/cellulose wadding/webs of cellul",,
"OTHER ARTICLES OF PAPER AND PAPERBOARD, READY FOR USE of which: ARTICLES, MOULDED OR PRESSED FROM PULP",,,12.6.2,HS02,482370,"Name: Moulded/pressed arts. of paper pulp
Description: Moulded/pressed arts. of paper pulp",,
"OTHER ARTICLES OF PAPER AND PAPERBOARD, READY FOR USE of which: ARTICLES, MOULDED OR PRESSED FROM PULP",,,12.6.2,HS07,482370,"Name: Moulded/pressed articles of paper pulp
Description: - Moulded or pressed articles of paper pulp",,
"OTHER ARTICLES OF PAPER AND PAPERBOARD, READY FOR USE of which: ARTICLES, MOULDED OR PRESSED FROM PULP",,,12.6.2,HS12,482370,"Name: Paper and paperboard; articles of paper pulp, of paper or of paperboard // Other paper, paperboard, cellulose wadding and webs of cellulose fibres, cut to size or shape; other articles of paper pulp, paper, paperboard, cellulose wadding or webs of c",,
"OTHER ARTICLES OF PAPER AND PAPERBOARD, READY FOR USE of which: FILTER PAPER AND PAPERBOARD, READY FOR USEof which: FILTER PAPER AND PAPERBOARD, READY FOR USE of which: FILTER PAPER AND PAPERBOARD, READY FOR USE",,,12.6.3,HS02,482320,"Name: Filter paper & paperboard, cut to size/shape
Description: Filter paper & paperboard, cut to size/shape",,
"OTHER ARTICLES OF PAPER AND PAPERBOARD, READY FOR USE of which: FILTER PAPER AND PAPERBOARD , READY FOR USE",,,12.6.3,HS07,482320," 	Name: Filter paper & paperboard, cut to size/shape
Description: - Filter paper and paperboard",,
"OTHER ARTICLES OF PAPER AND PAPERBOARD, READY FOR USE of which: FILTER PAPER AND PAPERBOARD , READY FOR USE",,,12.6.3,HS12,482320,"Name: Paper and paperboard; articles of paper pulp, of paper or of paperboard // Other paper, paperboard, cellulose wadding and webs of cellulose fibres, cut to size or shape; other articles of paper pulp, paper, paperboard, cellulose wadding or webs of c",,
